,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
4665,orig_lobbyregister_2022-02-23_#0004666,lobbyregister_membership,lobbyregister,2022-02-23,Deutscher Holzfertigbau-Verband e.V,Deutscher Holzfertigbau-Verband e.V,norm_lobbyregister_eintrag_2022-09-19_#0007398,
4666,orig_lobbyregister_2022-03-11_#0004667,lobbyregister_membership,lobbyregister,2022-03-11,Deutscher Holzwirtschaftsrat,Deutscher Holzwirtschaftsrat,norm_lobbyregister_eintrag_2022-09-19_#0007399,
4667,orig_lobbyregister_2022-09-16_#0004668,lobbyregister_membership,lobbyregister,2022-09-16,Deutscher Holz-Wirtschaftsrat,Deutscher Holz-Wirtschaftsrat,norm_lobbyregister_eintrag_2022-09-19_#0007400,
4668,orig_lobbyregister_2022-04-20_#0004669,lobbyregister_membership,lobbyregister,2022-04-20,Deutscher Holzwirtschaftsrat (DHWR),Deutscher Holzwirtschaftsrat (DHWR),norm_lobbyregister_eintrag_2022-09-19_#0007401,
4669,orig_lobbyregister_2022-02-28_#0004670,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Holzwirtschaftsrat (DHWR) e.V.,Deutscher Holzwirtschaftsrat (DHWR) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007402,
4670,orig_lobbyregister_2022-03-11_#0004671,lobbyregister_membership,lobbyregister,2022-03-11,Deutscher Holzwirtschaftsrat e.V.,Deutscher Holzwirtschaftsrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007403,
4671,orig_lobbyregister_2022-03-02_#0004672,lobbyregister_membership,lobbyregister,2022-03-02,Deutscher Holzwirtschaftsrat e. V.,Deutscher Holzwirtschaftsrat e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007404,
4672,orig_lobbyregister_2022-03-01_#0004673,lobbyregister_membership,lobbyregister,2022-03-01,Deutscher Hopfenwirtschaftsverband e.V.,Deutscher Hopfenwirtschaftsverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007405,
4673,orig_lobbyregister_2022-02-28_#0004674,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Hospiz- und Palliativverband,Deutscher Hospiz- und Palliativverband,norm_lobbyregister_eintrag_2022-09-19_#0007408,
4674,orig_lobbyregister_2022-06-28_#0004675,lobbyregister_membership,lobbyregister,2022-06-28,Deutscher Hospiz- und PalliativVerband,Deutscher Hospiz- und PalliativVerband,norm_lobbyregister_eintrag_2022-09-19_#0007407,
4675,orig_lobbyregister_2022-04-21_#0004676,lobbyregister_membership,lobbyregister,2022-04-21,Deutscher Hotel- und Gaststättenverband (DEHOGA),Deutscher Hotel- und Gaststättenverband (DEHOGA),norm_lobbyregister_eintrag_2022-09-19_#0007410,
4676,orig_lobbyregister_2022-06-26_#0004677,lobbyregister_membership,lobbyregister,2022-06-26,Deutscher Hotel- und Gaststättenverband Brandenburg e.V.,Deutscher Hotel- und Gaststättenverband Brandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007411,
4677,orig_lobbyregister_2022-04-08_#0004678,lobbyregister_membership,lobbyregister,2022-04-08,Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA),Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA),norm_lobbyregister_eintrag_2022-09-19_#0007412,
4678,orig_lobbyregister_2022-03-23_#0004679,lobbyregister_membership,lobbyregister,2022-03-23,Deutscher Hubschrauber Verband,Deutscher Hubschrauber Verband,norm_lobbyregister_eintrag_2022-09-19_#0007414,
4679,orig_lobbyregister_2022-05-31_#0004680,lobbyregister_membership,lobbyregister,2022-05-31,Deutscher Hubschrauberverband e.V.,Deutscher Hubschrauberverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007416,
4680,orig_lobbyregister_2022-03-14_#0004681,lobbyregister_membership,lobbyregister,2022-03-14,Deutscher Hubschrauber Verband e.V. (DHV),Deutscher Hubschrauber Verband e.V. (DHV),norm_lobbyregister_eintrag_2022-09-19_#0007417,
4681,orig_lobbyregister_2022-05-09_#0004682,lobbyregister_membership,lobbyregister,2022-05-09,Deutscher Industrie-Reinigungs Verband DIRV e.V.,Deutscher Industrie-Reinigungs Verband DIRV e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007419,
4682,orig_lobbyregister_2022-03-08_#0004683,lobbyregister_membership,lobbyregister,2022-03-08,Deutscher Industrie- und Handelskammertag (DIHK),Deutscher Industrie- und Handelskammertag (DIHK),norm_lobbyregister_eintrag_2022-09-19_#0007420,
4683,orig_lobbyregister_2022-06-07_#0004684,lobbyregister_membership,lobbyregister,2022-06-07,Deutscher Industrie- und Handelskammertag e.V.,Deutscher Industrie- und Handelskammertag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007421,
4684,orig_lobbyregister_2022-07-04_#0004685,lobbyregister_membership,lobbyregister,2022-07-04,Deutscher Industrie- und Handelskammertag e.V. (DIHK),Deutscher Industrie- und Handelskammertag e.V. (DIHK),norm_lobbyregister_eintrag_2022-09-19_#0007422,
4685,orig_lobbyregister_2022-07-01_#0004686,lobbyregister_membership,lobbyregister,2022-07-01,Deutscher Industrieverband Concentrated Solar Power,Deutscher Industrieverband Concentrated Solar Power,norm_lobbyregister_eintrag_2022-09-19_#0007423,
4686,orig_lobbyregister_2022-05-09_#0004687,lobbyregister_membership,lobbyregister,2022-05-09,Deutscher Industrieverband Concentrated Solar Power e.V. (DCSP),Deutscher Industrieverband Concentrated Solar Power e.V. (DCSP),norm_lobbyregister_eintrag_2022-09-19_#0007425,
4687,orig_lobbyregister_2022-05-16_#0004688,lobbyregister_membership,lobbyregister,2022-05-16,Deutscher Industrieverband für Fitness und Gesundheit e.V.,Deutscher Industrieverband für Fitness und Gesundheit e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007426,
4688,orig_lobbyregister_2022-04-01_#0004689,lobbyregister_membership,lobbyregister,2022-04-01,Deutscher Industrieverband für Optik,Deutscher Industrieverband für Optik,norm_lobbyregister_eintrag_2022-09-19_#0007428,
4689,orig_lobbyregister_2022-05-09_#0004690,lobbyregister_membership,lobbyregister,2022-05-09,Deutscher Investor Relations Verband,Deutscher Investor Relations Verband,norm_lobbyregister_eintrag_2022-09-19_#0007429,
4690,orig_lobbyregister_2022-02-24_#0004691,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Investor Relations Verband (DIRK),Deutscher Investor Relations Verband (DIRK),norm_lobbyregister_eintrag_2022-09-19_#0007430,
4691,orig_lobbyregister_2022-02-28_#0004692,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Investor Relations Verband e.V,Deutscher Investor Relations Verband e.V,norm_lobbyregister_eintrag_2022-09-19_#0007431,
4692,orig_lobbyregister_2022-03-01_#0004693,lobbyregister_membership,lobbyregister,2022-03-01,Deutscher Investor Relations Verband e.V.,Deutscher Investor Relations Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007432,
4693,orig_lobbyregister_2022-04-08_#0004694,lobbyregister_membership,lobbyregister,2022-04-08,Deutscher Investor Relations Verband e. V.,Deutscher Investor Relations Verband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007433,
4694,orig_lobbyregister_2022-02-16_#0004695,lobbyregister_membership,lobbyregister,2022-02-16,Deutscher Jagdverband e.V.,Deutscher Jagdverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007435,
4695,orig_lobbyregister_2022-03-08_#0004696,lobbyregister_membership,lobbyregister,2022-03-08,Deutscher Jagdverband e. V.,Deutscher Jagdverband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007436,
4696,orig_lobbyregister_2022-02-23_#0004697,lobbyregister_membership,lobbyregister,2022-02-23,Deutscher Journalisten-Verband,Deutscher Journalisten-Verband,norm_lobbyregister_eintrag_2022-09-19_#0007437,
4697,orig_lobbyregister_2022-08-29_#0004698,lobbyregister_membership,lobbyregister,2022-08-29,Deutscher Jugendherbergsverband,Deutscher Jugendherbergsverband,norm_lobbyregister_eintrag_2022-09-19_#0007439,
4698,orig_lobbyregister_2022-03-03_#0004699,lobbyregister_membership,lobbyregister,2022-03-03,Deutscher Juristentag,Deutscher Juristentag,norm_lobbyregister_eintrag_2022-09-19_#0007442,
4699,orig_lobbyregister_2022-02-25_#0004700,lobbyregister_membership,lobbyregister,2022-02-25,Deutscher Juristentag e.V.,Deutscher Juristentag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007443,
4700,orig_lobbyregister_2022-05-19_#0004701,lobbyregister_membership,lobbyregister,2022-05-19,Deutscher Juristentag e. V.,Deutscher Juristentag e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007444,
4701,orig_lobbyregister_2022-09-05_#0004702,lobbyregister_membership,lobbyregister,2022-09-05,Deutscher Kaffeeverband e.V.,Deutscher Kaffeeverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007447,
4702,orig_lobbyregister_2022-07-01_#0004703,lobbyregister_membership,lobbyregister,2022-07-01,Deutscher Kälte- und Klimatechnischer Verein (DKV),Deutscher Kälte- und Klimatechnischer Verein (DKV),norm_lobbyregister_eintrag_2022-09-19_#0007448,
4703,orig_lobbyregister_2022-02-22_#0004704,lobbyregister_membership,lobbyregister,2022-02-22,Deutscher Kälte- und Klimatechnischer Verein e.V. (DKV),Deutscher Kälte- und Klimatechnischer Verein e.V. (DKV),norm_lobbyregister_eintrag_2022-09-19_#0007449,
4704,orig_lobbyregister_2022-05-18_#0004705,lobbyregister_membership,lobbyregister,2022-05-18,Deutscher Kartoffelhandelsverband Betriebs GmbH,Deutscher Kartoffelhandelsverband Betriebs GmbH,norm_lobbyregister_eintrag_2022-09-19_#0007451,
4705,orig_lobbyregister_2022-07-08_#0004706,lobbyregister_membership,lobbyregister,2022-07-08,Deutscher Koordinationskreis Palästina Israel (nicht eingetragener Verein),Deutscher Koordinationskreis Palästina Israel (nicht eingetragener Verein),norm_lobbyregister_eintrag_2022-09-19_#0007461,
4706,orig_lobbyregister_2022-06-01_#0004707,lobbyregister_membership,lobbyregister,2022-06-01,Deutscher Kulturrat,Deutscher Kulturrat,norm_lobbyregister_eintrag_2022-09-19_#0007464,
4707,orig_lobbyregister_2022-02-22_#0004708,lobbyregister_membership,lobbyregister,2022-02-22,Deutscher Kulturrat (Rat für Soziokultur und kulturelle Bildung),Deutscher Kulturrat (Rat für Soziokultur und kulturelle Bildung),norm_lobbyregister_eintrag_2022-09-19_#0007465,
4708,orig_lobbyregister_2022-06-27_#0004709,lobbyregister_membership,lobbyregister,2022-06-27,Deutscher Kulturrat -> Deutscher Kunstrat,Deutscher Kulturrat -> Deutscher Kunstrat,norm_lobbyregister_eintrag_2022-09-19_#0007466,
4709,orig_lobbyregister_2022-02-28_#0004710,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Kulturrat e.V.,Deutscher Kulturrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007467,
4710,orig_lobbyregister_2022-02-24_#0004711,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Kulturrat e. V. (Sektion Musik),Deutscher Kulturrat e. V. (Sektion Musik),norm_lobbyregister_eintrag_2022-09-19_#0007468,
4711,orig_lobbyregister_2022-04-25_#0004712,lobbyregister_membership,lobbyregister,2022-04-25,Deutscher Kunstrat,Deutscher Kunstrat,norm_lobbyregister_eintrag_2022-09-19_#0007469,
4712,orig_lobbyregister_2022-07-12_#0004713,lobbyregister_membership,lobbyregister,2022-07-12,Deutscher Kunstrat e.V.,Deutscher Kunstrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007470,
4713,orig_lobbyregister_2022-04-28_#0004714,lobbyregister_membership,lobbyregister,2022-04-28,Deutscher LandFrauenverband e.V.,Deutscher LandFrauenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007471,
4714,orig_lobbyregister_2022-08-12_#0004715,lobbyregister_membership,lobbyregister,2022-08-12,Deutscher Landfrauenverband e.V.,Deutscher Landfrauenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007472,
4715,orig_lobbyregister_2022-03-02_#0004716,lobbyregister_membership,lobbyregister,2022-03-02,Deutscher LOTTO- und TOTOBLOCK,Deutscher LOTTO- und TOTOBLOCK,norm_lobbyregister_eintrag_2022-09-19_#0007475,
4716,orig_lobbyregister_2022-08-24_#0004717,lobbyregister_membership,lobbyregister,2022-08-24,Deutscher Lungentag in der Deutschen Atemwegsliga e. V.,Deutscher Lungentag in der Deutschen Atemwegsliga e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007477,
4717,orig_lobbyregister_2022-02-22_#0004718,lobbyregister_membership,lobbyregister,2022-02-22,Deutscher Marinebund e.V.,Deutscher Marinebund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007479,
4718,orig_lobbyregister_2022-02-28_#0004719,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Maritimer Kommunikationsverband e.V.,Deutscher Maritimer Kommunikationsverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007480,
4719,orig_lobbyregister_2022-08-18_#0004720,lobbyregister_membership,lobbyregister,2022-08-18,Deutscher Maskenverband,Deutscher Maskenverband,norm_lobbyregister_eintrag_2022-09-19_#0007482,
4720,orig_lobbyregister_2022-04-14_#0004721,lobbyregister_membership,lobbyregister,2022-04-14,Deutscher Medienrat,Deutscher Medienrat,norm_lobbyregister_eintrag_2022-09-19_#0007483,
4721,orig_lobbyregister_2022-02-28_#0004722,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Medienrat (Sektion des Deutschen Kulturrates),Deutscher Medienrat (Sektion des Deutschen Kulturrates),norm_lobbyregister_eintrag_2022-09-19_#0007484,
4722,orig_lobbyregister_2022-03-30_#0004723,lobbyregister_membership,lobbyregister,2022-03-30,Deutscher Medienrat - Film,Deutscher Medienrat - Film,norm_lobbyregister_eintrag_2022-09-19_#0007485,
4723,orig_lobbyregister_2022-06-27_#0004724,lobbyregister_membership,lobbyregister,2022-06-27,Deutscher Medienrat im Deutschen Kulturrat,Deutscher Medienrat im Deutschen Kulturrat,norm_lobbyregister_eintrag_2022-09-19_#0007486,
4724,orig_lobbyregister_2022-05-17_#0004725,lobbyregister_membership,lobbyregister,2022-05-17,Deutscher Mieterbunde Landesverband Sachsen e.V.,Deutscher Mieterbunde Landesverband Sachsen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007489,
4725,orig_lobbyregister_2022-08-17_#0004726,lobbyregister_membership,lobbyregister,2022-08-17,Deutscher Mietgerichtstag e.V.,Deutscher Mietgerichtstag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007491,
4726,orig_lobbyregister_2022-02-24_#0004727,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Mittelstandsbund,Deutscher Mittelstandsbund,norm_lobbyregister_eintrag_2022-09-19_#0007492,
4727,orig_lobbyregister_2022-09-01_#0004728,lobbyregister_membership,lobbyregister,2022-09-01,Deutscher Motor Sport Bund e.V.,Deutscher Motor Sport Bund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007495,
4728,orig_lobbyregister_2022-09-02_#0004729,lobbyregister_membership,lobbyregister,2022-09-02,Deutscher Motor Sport Bund e. V. - DMSB,Deutscher Motor Sport Bund e. V. - DMSB,norm_lobbyregister_eintrag_2022-09-19_#0007496,
4729,orig_lobbyregister_2022-02-23_#0004730,lobbyregister_membership,lobbyregister,2022-02-23,Deutscher Motoryachtverband e. V.,Deutscher Motoryachtverband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007497,
4730,orig_lobbyregister_2022-06-22_#0004731,lobbyregister_membership,lobbyregister,2022-06-22,Deutscher Museumsbund e.V.,Deutscher Museumsbund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007499,
4731,orig_lobbyregister_2022-09-12_#0004732,lobbyregister_membership,lobbyregister,2022-09-12,Deutscher Musikrat,Deutscher Musikrat,norm_lobbyregister_eintrag_2022-09-19_#0007500,
4732,orig_lobbyregister_2022-06-30_#0004733,lobbyregister_membership,lobbyregister,2022-06-30,Deutscher Musikrat (www.musikrat.de),Deutscher Musikrat (www.musikrat.de),norm_lobbyregister_eintrag_2022-09-19_#0007501,
4733,orig_lobbyregister_2022-09-07_#0004734,lobbyregister_membership,lobbyregister,2022-09-07,Deutscher Musikrat e.V.,Deutscher Musikrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007502,
4734,orig_lobbyregister_2022-02-24_#0004735,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Musikrat e. V. (DMR),Deutscher Musikrat e. V. (DMR),norm_lobbyregister_eintrag_2022-09-19_#0007503,
4735,orig_lobbyregister_2022-02-23_#0004736,lobbyregister_membership,lobbyregister,2022-02-23,Deutscher Musikverlegerverband (DMV),Deutscher Musikverlegerverband (DMV),norm_lobbyregister_eintrag_2022-09-19_#0007504,
4736,orig_lobbyregister_2022-05-23_#0004737,lobbyregister_membership,lobbyregister,2022-05-23,Deutscher Naturschutzring,Deutscher Naturschutzring,norm_lobbyregister_eintrag_2022-09-19_#0007507,
4737,orig_lobbyregister_2022-06-14_#0004738,lobbyregister_membership,lobbyregister,2022-06-14,Deutscher Naturschutzring (DNR),Deutscher Naturschutzring (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007508,
4738,orig_lobbyregister_2022-06-22_#0004739,lobbyregister_membership,lobbyregister,2022-06-22,Deutscher Naturschutzring (DNR) e.V.,Deutscher Naturschutzring e.V. (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007513,
4739,orig_lobbyregister_2022-03-02_#0004740,lobbyregister_membership,lobbyregister,2022-03-02,Deutscher Naturschutzring DNR,Deutscher Naturschutzring (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007508,
4740,orig_lobbyregister_2022-03-31_#0004741,lobbyregister_membership,lobbyregister,2022-03-31,Deutscher Naturschutzring DNR e.V.,Deutscher Naturschutzring e.V. (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007513,
4741,orig_lobbyregister_2022-03-23_#0004742,lobbyregister_membership,lobbyregister,2022-03-23,Deutscher Naturschutzring e.V.,Deutscher Naturschutzring e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007510,
4742,orig_lobbyregister_2022-06-23_#0004743,lobbyregister_membership,lobbyregister,2022-06-23,Deutscher Naturschutzring e. V.,Deutscher Naturschutzring e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007511,
4743,orig_lobbyregister_2022-04-08_#0004744,lobbyregister_membership,lobbyregister,2022-04-08,Deutscher Naturschutzring e.V. (dnr.de Lobbyregister R001103),Deutscher Naturschutzring e.V. (dnr.de Lobbyregister R001103),norm_lobbyregister_eintrag_2022-09-19_#0007512,
4744,orig_lobbyregister_2022-03-03_#0004745,lobbyregister_membership,lobbyregister,2022-03-03,Deutscher Naturschutzring e.V. (DNR),Deutscher Naturschutzring e.V. (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007513,
4745,orig_lobbyregister_2022-02-28_#0004746,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Naturschutzring e. V. (DNR),Deutscher Naturschutzring e. V. (DNR),norm_lobbyregister_eintrag_2022-09-19_#0007514,
4746,orig_lobbyregister_2022-03-25_#0004747,lobbyregister_membership,lobbyregister,2022-03-25,Deutscher Naturwerkstein Verband e.V.,Deutscher Naturwerkstein Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007515,
4747,orig_lobbyregister_2022-05-02_#0004748,lobbyregister_membership,lobbyregister,2022-05-02,Deutscher Nautischer Verein,Deutscher Nautischer Verein,norm_lobbyregister_eintrag_2022-09-19_#0007517,
4748,orig_lobbyregister_2022-06-07_#0004749,lobbyregister_membership,lobbyregister,2022-06-07,Deutscher Nautischer Verein (DNV),Deutscher Nautischer Verein (DNV),norm_lobbyregister_eintrag_2022-09-19_#0007518,
4749,orig_lobbyregister_2022-09-10_#0004750,lobbyregister_membership,lobbyregister,2022-09-10,Deutscher nautischer Verein e.V. (DNV),Deutscher nautischer Verein e.V. (DNV),norm_lobbyregister_eintrag_2022-09-19_#0007519,
4750,orig_lobbyregister_2022-06-29_#0004751,lobbyregister_membership,lobbyregister,2022-06-29,Deutscher Nautischer Verein von 1868,Deutscher Nautischer Verein von 1868,norm_lobbyregister_eintrag_2022-09-19_#0007520,
4751,orig_lobbyregister_2022-04-07_#0004752,lobbyregister_membership,lobbyregister,2022-04-07,Deutscher Nautischer Verein von 1868 e.V.,Deutscher Nautischer Verein von 1868 e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007521,
4752,orig_lobbyregister_2022-05-16_#0004753,lobbyregister_membership,lobbyregister,2022-05-16,Deutscher Olympischer Sportbund,Deutscher Olympischer Sportbund,norm_lobbyregister_eintrag_2022-09-19_#0007525,
4753,orig_lobbyregister_2022-03-18_#0004754,lobbyregister_membership,lobbyregister,2022-03-18,Deutscher Olympischer Sportbund (DOSB),Deutscher Olympischer Sportbund (DOSB),norm_lobbyregister_eintrag_2022-09-19_#0007526,
4754,orig_lobbyregister_2022-06-30_#0004755,lobbyregister_membership,lobbyregister,2022-06-30,Deutscher Olympischer Sportbund (DOSB) e.V. - als Verband mit besonderen Aufgaben,Deutscher Olympischer Sportbund (DOSB) e.V. - als Verband mit besonderen Aufgaben,norm_lobbyregister_eintrag_2022-09-19_#0007527,
